312649	183232	209658	210236	209984	204912	225578	164526	209600	209917	260367	164898	26699	164077	182676	148634	50644	48094	153480	288454	188469	287001	279058	236418	151674	42851	252399	230572	258022	239061	-5060	-137853	-341521	-465244	-296664	-337428	-293495	-335185	-338531	-337457	-295588	-364448	-363516	-377219	-363803	-501887	-1401564	-4244752	-13244661	-39100700	-117288475	-351866913	-351863151	-351870146	-351870941	-117305676	-39088902	-12604458	-4111683	-1326663	-1466	-2056658	-1737663	-485118	-36468	12960	26097	21333	10797	3654
100797	59112	67499	67829	67609	66037	72853	53082	67494	67565	83843	53192	8646	52915	58946	47937	16352	15599	49505	92948	60646	92559	90114	76167	48939	13934	81435	74319	83242	77088	-1632	-44503	-110094	-149966	-95781	-108689	-94712	-107980	-109053	-109039	-95337	-117509	-117205	-121640	-117312	-161814	-451978	-1368832	-4270649	-12608303	-37820573	-113462097	-113460885	-113463140	-113463391	-37826000	-12604458	-4064734	-1326009	-427875	-526	-662070	-559131	-156150	-11724	4224	8361	6753	3489	1008
32754	19237	21928	22050	21963	21474	23710	17268	21929	21937	27203	17298	2804	17209	19158	15546	5294	5080	16084	30194	19669	30109	29337	24752	15899	4538	26514	24157	27114	25067	-542	-14518	-35962	-48918	-31364	-35481	-31021	-35243	-35594	-35690	-31202	-38354	-38248	-39725	-38281	-52779	-147452	-446516	-1393091	-4112880	-12337301	-37011992	-37011602	-37012337	-37012424	-12338993	-4111683	-1326009	-432628	-139580	-182	-215794	-182214	-50928	-3822	1401	2715	2199	1176	387
10619	6215	7179	7135	7193	6903	7696	5634	7176	7107	8963	5648	990	5613	6266	5054	1802	1684	5206	9889	6452	9802	9531	7991	5143	1577	8541	7779	8732	8090	-172	-4684	-11598	-15710	-9983	-11399	-9849	-11330	-11446	-11392	-9937	-12403	-12373	-12828	-12390	-17034	-47540	-144092	-449476	-1327065	-3980710	-11942200	-11942074	-11942311	-11942336	-3981321	-1326663	-427875	-139580	-45124	-74	-69596	-58698	-16458	-1254	510	978	768	414	180
4	-2	-10	5	-8	-27	7	-5	-10	-10	-32	-5	6	-10	16	2	3	-26	4	8	-48	-12	6	-8	4	-4	-13	-14	-14	1	0	-15	-16	-14	-47	-2	-28	-7	-5	-64	-36	-23	-21	-26	-26	-18	-54	-172	-470	-1474	-4415	-13244	-13244	-13245	-13243	-4414	-1466	-526	-182	-74	-40	26	24	24	0	18	-24	-54	-12	-36
16485	9518	11336	10938	11337	10852	11464	8482	11283	11452	13979	8538	1271	8528	9484	7830	2600	2158	8032	15352	10227	14958	14172	12669	7872	1803	13029	12213	13352	12590	-266	-7096	-18090	-24695	-15298	-18191	-15265	-18028	-18226	-17094	-15565	-19271	-19229	-19853	-19199	-26505	-73642	-223060	-697423	-2057229	-6170689	-18512488	-18512282	-18512660	-18512718	-6172066	-2056658	-662070	-215794	-69596	26	-112052	-95574	-26544	-2160	465	1401	1341	414	441
4638	2675	3183	3080	3182	3073	3190	2345	3165	3260	3894	2363	317	2363	2638	2208	697	552	2262	4294	2857	4166	3928	3594	2213	423	3650	3458	3742	3557	-74	-1991	-5104	-7005	-4341	-5178	-4343	-5129	-5185	-4818	-4438	-5433	-5421	-5589	-5409	-7475	-20746	-62798	-196459	-579392	-1737872	-5213750	-5213690	-5213798	-5213815	-1738289	-579221	-186377	-60738	-19566	8	-31858	-27272	-7538	-626	85	341	341	70	75
1245	724	876	823	875	820	871	654	871	866	1082	658	107	658	726	588	208	176	606	1179	797	1153	1086	961	590	155	989	921	1021	956	-26	-552	-1442	-1929	-1207	-1443	-1209	-1426	-1444	-1342	-1231	-1535	-1529	-1579	-1525	-2085	-5786	-17530	-54837	-161735	-485139	-1455446	-1455432	-1455462	-1455470	-485238	-161706	-52050	-16976	-5486	8	-8848	-7538	-2140	-196	45	127	127	46	63
99	54	56	68	55	66	68	42	55	67	70	42	3	42	58	64	18	16	54	76	57	77	75	85	50	3	69	81	74	88	-2	-42	-102	-153	-95	-115	-97	-112	-114	-102	-97	-121	-119	-109	-117	-161	-442	-1316	-4125	-12181	-36521	-109558	-109556	-109560	-109562	-36542	-12156	-3908	-1274	-418	0	-720	-626	-196	-52	-25	-25	-25	-28	-81
31	18	-36	42	-37	53	21	-34	-35	32	-49	-36	-41	-33	-12	53	-29	-5	29	-53	-27	-35	-21	51	31	-62	20	63	16	51	6	8	69	-2	-4	17	-14	17	18	12	-3	58	55	85	58	46	127	470	1454	4261	12822	38477	38483	38481	38483	12790	4320	1408	467	170	6	155	85	45	-25	-96	-111	-101	-84	-219
-12	-11	-101	13	-104	32	-8	-68	-100	-9	-152	-72	-67	-70	-41	28	-51	-29	7	-131	-106	-95	-65	22	9	-97	-8	42	-15	29	6	16	104	31	-26	48	-39	47	51	-16	-17	101	101	129	103	103	268	941	2954	8630	25919	77788	77795	77793	77795	25908	8699	2787	905	326	-8	467	341	127	-25	-111	-176	-156	-114	-294
-15	6	-96	33	-95	12	2	-74	-93	-9	-143	-76	-55	-78	-41	45	-51	-29	22	-114	-107	-98	-51	16	26	-87	-15	28	-20	31	6	6	98	19	-43	47	-34	42	45	-42	-23	78	77	106	75	83	217	759	2428	7032	21135	63437	63442	63440	63443	21124	7111	2251	733	256	-18	447	341	127	-25	-101	-156	-176	-114	-294
26	17	-37	44	-38	43	13	-40	-37	32	-57	-40	-41	-40	-13	55	-24	-22	31	-47	-35	-41	-26	46	32	-70	4	54	-2	49	6	2	61	-12	-8	11	-10	8	11	-5	-6	39	38	70	38	36	104	385	1216	3525	10623	31885	31891	31889	31891	10593	3599	1163	392	138	-4	138	70	46	-28	-84	-114	-114	-102	-228
77	38	-6	67	-7	66	61	4	-5	45	-4	2	-21	2	29	73	-3	13	48	-2	-3	14	34	70	50	-27	50	82	44	77	6	-10	40	-29	-15	9	-17	6	9	-19	-6	22	21	49	21	-1	-11	34	145	340	1061	3199	3205	3203	3205	1032	406	112	43	20	-4	49	25	21	-27	-73	-98	-98	-76	-220
